"filename", "language", "Go Module File", "HTML", "Markdown", "JSON", "TypeScript", "JavaScript", "Python", "Docker", "CSS", "JSON with Comments", "Go", "C++", "YAML", "comment", "blank", "total"
"/home/sachin-kumar/Desktop/coding/1/internal/metrics/metrics.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 1, 12, 58
"/home/sachin-kumar/Desktop/coding/1/internal/reflex/budget.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 9, 38
"/home/sachin-kumar/Desktop/coding/1/internal/reflex/corrector.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 5, 12, 65
"/home/sachin-kumar/Desktop/coding/1/internal/reflex/detector.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 5, 12, 90
"/home/sachin-kumar/Desktop/coding/1/internal/reflex/learner.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 2, 9, 38
"/home/sachin-kumar/Desktop/coding/1/internal/reflex/reflex_test.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 3, 13, 71
"/home/sachin-kumar/Desktop/coding/1/internal/scheduler/gravity.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 2, 11, 74
"/home/sachin-kumar/Desktop/coding/1/internal/scheduler/migrator.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 4, 8, 47
"/home/sachin-kumar/Desktop/coding/1/internal/scheduler/receiver.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 3, 9, 35
"/home/sachin-kumar/Desktop/coding/1/internal/scheduler/scheduler.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 6, 10, 54
"/home/sachin-kumar/Desktop/coding/1/internal/scheduler/scheduler_test.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 5, 15, 68
"/home/sachin-kumar/Desktop/coding/1/internal/telemetry/otel.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 1, 9, 51
"/home/sachin-kumar/Desktop/coding/1/internal/titan/bridge.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 5, 13, 69
"/home/sachin-kumar/Desktop/coding/1/internal/titan/bridge_test.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 5, 13, 59
"/home/sachin-kumar/Desktop/coding/1/internal/titan/fallback.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 3, 15, 81
"/home/sachin-kumar/Desktop/coding/1/internal/titan/pool.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 1, 14, 75
"/home/sachin-kumar/Desktop/coding/1/internal/titan/titan.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, -4, -4, -11
"/home/sachin-kumar/Desktop/coding/1/math_solver/Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 8, 10, 34
"/home/sachin-kumar/Desktop/coding/1/math_solver/server.py", "Python", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 7, 43
"/home/sachin-kumar/Desktop/coding/1/math_solver/solver.py", "Python", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 11, 66
"/home/sachin-kumar/Desktop/coding/1/math_solver/tests/test_solver.py", "Python", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 8, 35
"/home/sachin-kumar/Desktop/coding/1/web/DESIGN_SYSTEM.md", "Markdown", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 50
"/home/sachin-kumar/Desktop/coding/1/web/README.md", "Markdown", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 43
"/home/sachin-kumar/Desktop/coding/1/web/dist/admin/WindowManager.js", "JavaScript", 0, 0, 0, 0, 0, -100, 0, 0, 0, 0, 0, 0, 0, -2, -15, -117
"/home/sachin-kumar/Desktop/coding/1/web/dist/admin/desktop.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, -141, 0, 0, 0, 0, 0, -20, -161
"/home/sachin-kumar/Desktop/coding/1/web/dist/admin/desktop.html", "HTML", 0, -247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -267
"/home/sachin-kumar/Desktop/coding/1/web/dist/assets/index-CH0pkqpO.js", "JavaScript", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 1, 6, 72
"/home/sachin-kumar/Desktop/coding/1/web/dist/chat-simple.html", "HTML", 0, -359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -46, -405
"/home/sachin-kumar/Desktop/coding/1/web/dist/chat.html", "HTML", 0, -106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -116
"/home/sachin-kumar/Desktop/coding/1/web/dist/css/chat.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, -638, 0, 0, 0, 0, 0, -86, -724
"/home/sachin-kumar/Desktop/coding/1/web/dist/css/cursor.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, -116, 0, 0, 0, 0, 0, -17, -133
"/home/sachin-kumar/Desktop/coding/1/web/dist/css/finance.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, -283, 0, 0, 0, 0, 0, -49, -332
"/home/sachin-kumar/Desktop/coding/1/web/dist/css/login.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, -126, 0, 0, 0, 0, 0, -18, -144
"/home/sachin-kumar/Desktop/coding/1/web/dist/css/settings.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, -198, 0, 0, 0, 0, 0, -26, -224
"/home/sachin-kumar/Desktop/coding/1/web/dist/css/style.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, -775, 0, 0, 0, 0, 0, -102, -877
"/home/sachin-kumar/Desktop/coding/1/web/dist/finance.html", "HTML", 0, -164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -24, -188
"/home/sachin-kumar/Desktop/coding/1/web/dist/index.html", "HTML", 0, -480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -518
"/home/sachin-kumar/Desktop/coding/1/web/dist/js/chat-simple.js", "JavaScript", 0, 0, 0, 0, 0, -148, 0, 0, 0, 0, 0, 0, 0, -2, -26, -176
"/home/sachin-kumar/Desktop/coding/1/web/dist/js/chat.js", "JavaScript", 0, 0, 0, 0, 0, -565, 0, 0, 0, 0, 0, 0, 0, -43, -121, -729
"/home/sachin-kumar/Desktop/coding/1/web/dist/js/core/Cursor.js", "JavaScript", 0, 0, 0, 0, 0, -88, 0, 0, 0, 0, 0, 0, 0, -6, -20, -114
"/home/sachin-kumar/Desktop/coding/1/web/dist/js/core/Engine.js", "JavaScript", 0, 0, 0, 0, 0, -93, 0, 0, 0, 0, 0, 0, 0, -5, -26, -124
"/home/sachin-kumar/Desktop/coding/1/web/dist/js/core/Tower.js", "JavaScript", 0, 0, 0, 0, 0, -257, 0, 0, 0, 0, 0, 0, 0, -12, -36, -305
"/home/sachin-kumar/Desktop/coding/1/web/dist/js/finance.js", "JavaScript", 0, 0, 0, 0, 0, -368, 0, 0, 0, 0, 0, 0, 0, -30, -64, -462
"/home/sachin-kumar/Desktop/coding/1/web/dist/js/login.js", "JavaScript", 0, 0, 0, 0, 0, -98, 0, 0, 0, 0, 0, 0, 0, -4, -19, -121
"/home/sachin-kumar/Desktop/coding/1/web/dist/js/script.js", "JavaScript", 0, 0, 0, 0, 0, -44, 0, 0, 0, 0, 0, 0, 0, -7, -9, -60
"/home/sachin-kumar/Desktop/coding/1/web/dist/js/settings.js", "JavaScript", 0, 0, 0, 0, 0, -184, 0, 0, 0, 0, 0, 0, 0, -8, -24, -216
"/home/sachin-kumar/Desktop/coding/1/web/index.html", "HTML", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 119
"/home/sachin-kumar/Desktop/coding/1/web/package-lock.json", "JSON", 0, 0, 0, 5542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5543
"/home/sachin-kumar/Desktop/coding/1/web/package.json", "JSON", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"/home/sachin-kumar/Desktop/coding/1/web/src/admin/dashboard.ts", "TypeScript", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 65
"/home/sachin-kumar/Desktop/coding/1/web/src/admin/export.ts", "TypeScript", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 38
"/home/sachin-kumar/Desktop/coding/1/web/src/admin/fleet-matrix.ts", "TypeScript", 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 88
"/home/sachin-kumar/Desktop/coding/1/web/src/admin/reasoning-visualizer.ts", "TypeScript", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 114
"/home/sachin-kumar/Desktop/coding/1/web/src/admin/reflex-monitor.ts", "TypeScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 60
"/home/sachin-kumar/Desktop/coding/1/web/src/chat.ts", "TypeScript", 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 107
"/home/sachin-kumar/Desktop/coding/1/web/src/finance.ts", "TypeScript", 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 82
"/home/sachin-kumar/Desktop/coding/1/web/src/login.ts", "TypeScript", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 98
"/home/sachin-kumar/Desktop/coding/1/web/src/settings.ts", "TypeScript", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 71
"/home/sachin-kumar/Desktop/coding/1/web/src/styles/components.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 17, 130
"/home/sachin-kumar/Desktop/coding/1/web/src/styles/tokens.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 13, 60
"/home/sachin-kumar/Desktop/coding/1/web/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 3, 26
"/home/sachin-kumar/Desktop/coding/1/web/vite.config.ts", "TypeScript", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"Total", "-", 12, -1252, 70, 5602, 623, -1880, 117, 16, -2117, 23, 1492, 229, 36, 18, -151, 2838
